author,study,subgroup,ESID,publication,grade1,grade2,grade3,student_ability,low,student_language,,girl,boy,missing,black,hispanic,white,asian,native,other,missing2,ses,us,country,english,languageother,ck_measure,specificity,ck_format,ck_re,ck_reliability,ck_reliability_name,ck_normed,comp_type,comp_measure,comp_format,comp_reliability,comp_reliability_name,comp_normed,distal,noalignment,samplesize,corr,table,ckre,compre,ckre2,compre2
"Cromley & Azevedo, 2007",32,32,94,0,9,3,1,0,,1,,78,99,,48,41,50,25,,14,,,1,,1,,Inferences,1,0,,,,0,RC,Gates–MacGinitie Comprehension subtest (multiple choice) – literal,0,0.93,Kuder–Richardson 20,1,0,0,175,0.63,,,0,0,1
"Cromley & Azevedo, 2007",32,32,95,0,9,3,1,0,,1,,78,99,,48,41,50,25,,14,,,1,,1,,Inferences,1,0,,,,0,RC,Gates–MacGinitie Comprehension subtest (multiple choice) – inferential,0,0.93,Kuder–Richardson 20,1,0,0,175,0.65,,,0,0,1
"Cromley et al., 2010",33,33,96,0,13,4,2,0,1,2,20% spoke English with another language together at home; 33% spoke a language other than English at home,466,266,1%,103,80,273,273,,see hispanic,,3,1,,1,,Prior topic knowledge,1,0,,,,0,RC,Reading comprehension,0,,,0,0,0,737,0.58,Table 1,,,0,0
"Cromley et al., 2010",33,33,97,0,13,4,2,0,1,2,20% spoke English with another language together at home; 33% spoke a language other than English at home,466,266,1%,103,80,273,273,,see hispanic,,3,1,,1,,Reading vocabulary,1,0,,,,0,RC,Reading comprehension,0,,,0,0,0,737,0.51,,,,0,0
"Davis & Guthrie, 2015",35,35,98,0,3,1,0,0,,,,,,,,,,,,,,,1,,1,,Prior knowledge,1,0,0.7,0.7,Cronbach’s alpha,0,RC,Global structure,,0.91,Cronbach’s alpha,0,0,0,176,0.03,table 4,1,0,,1
"Davis & Guthrie, 2015",35,35,99,0,3,1,0,0,,,,,,,,,,,,,,,1,,1,,Prior knowledge,1,0,0.7,0.7,Cronbach’s alpha,0,RC,Conceptual discrimination: Concept words,,0.91,Cronbach’s alpha,0,0,0,176,0.23,,1,0,,1
"Davis & Guthrie, 2015",35,35,100,0,3,1,0,0,,,,,,,,,,,,,,,1,,1,,Prior knowledge,1,0,0.7,0.7,Cronbach’s alpha,0,RC,Conceptual discrimination: Phenomenon,,0.91,Cronbach’s alpha,0,0,0,176,0.26,,1,0,,1
"Davis & Neitzel, 2012",36,36,101,0,6.48,2,1,0,,,,62,30,,48,4,40,0,0,0,,,1,,1,,a brief prior knowledge questionnaire.,1,2,0.96,0.96,IRR,0,RC,Reading Language Arts TCAP (The Tennessee Comprehensive Assessment Program) test,0,0.98,Cronbach’s alpha,1,1,1,86,0.438,requested,0,0,1,1
"Davis & Neitzel, 2012",36,36,102,0,6.48,2,1,0,,,,,,,,,,,,,,,1,,1,,a brief prior knowledge questionnaire.,1,2,0.96,0.96,IRR,0,RC,Digital comprehension,0,,,0,0,0,86,0.366,,0,,1,0
"Davis & Neitzel, 2012",36,36,103,0,6.48,2,1,0,,,,,,,,,,,,,,,1,,1,,a brief prior knowledge questionnaire.,1,2,0.96,0.96,IRR,0,RC,Print comprehension,0,,,0,0,0,86,0.429,,0,,1,0
"Davis et al., 2017",37,37,104,0,6.11,,,0,,2,"23 were monolingual English speakers, and 60 were bilingual",44,39,,,,,,,,,3,1,,1,,Content Knowledge,1,4,,,,0,RC,Expository Comprehension With Multiple Texts,5,0.73,Kuder–Richardson 20,0,0,0,83,0.42,table 4,,0,0,1
"Delgado et al., 2020",38,38,105,0,13,4,2,,,2,"Most of the participants (77.7%) had Norwegian as their frst language, and the rest were bilingual.",64,21,,,,,,,,,1,0,Norway,0,Norwegian,topic knowledge,1,0,0.59,0.59,Kuder-Richardson 20,0,RC,Confict verifcation task,5,0.66,Cronbach’s alpha,0,0,0,85,0.297,table 2,1,1,,
"Delgado et al., 2020",38,38,106,0,13,4,2,,,2,"Most of the participants (77.7%) had Norwegian as their frst language, and the rest were bilingual.",64,21,,,,,,,,,1,0,Norway,0,Norwegian,topic knowledge,1,0,0.59,0.59,Kuder-Richardson 21,0,RC,Source-content integration task,5,0.63,Cronbach’s alpha,0,0,0,85,0.29,,1,1,,
Elleman et al. 2022,41,41,107,0,5,1,0,0,,,,134,120,,134,,87,,,,,3,1,,1,,"WJ General academic knowledge: science, social studies, and humanities.",0,1,0.84,0.84,Split-half reliability,1,RC,WJ passage comprehension,4,0.91,Split-half reliability,1,1,1,254,0.66,,0,0,1,1
"Fitzhugh, 2012",42,42,108,1,10,3,1,0,1,,,36,27,,54,9,,,,,,0,1,,1,,Biology prior knowledge,1,2,0.83,0.83,Cronbach’s Alpha,0,RC,Comprehension,1,0.88,IRR,1,0,0,63,0.087,Appendix J,0,0,1,1
"Fitzhugh, 2012",42,42,109,1,10,3,1,0,1,,,36,27,,54,9,,,,,,0,1,,1,,Geoscience prior knowledge,1,2,0.87,0.87,Cronbach’s Alpha,0,RC,Comprehension,1,0.88,IRR,1,0,0,63,0.309,,0,0,1,1
"Florit et al., 2020",43,43,110,0,4.5,1,0,0,,1,Italian,101,83,,,,,,,,,,0,Italy,0,Italian,Prior topic knowledge (chocolate),1,0,0.6,0.6,Cronbach's alpha,0,RC,single-text comprehension,0,0.62,Cronbach's alpha,0,1,1,184,0.24,table D1,1,1,,
"Florit et al., 2020",43,43,111,0,4.5,1,0,0,,1,Italian,101,83,,,,,,,,,,0,Italy,0,Italian,Prior topic knowledge (chocolate),1,0,0.61,0.61,Cronbach's alpha,0,RC,single-text comprehension,0,0.62,Cronbach's alpha,0,1,1,184,0.27,,1,1,,
"Florit et al., 2020",43,43,112,0,4.5,1,0,0,,1,Italian,101,83,,,,,,,,,,0,Italy,0,Italian,Prior topic knowledge (chocolate),1,0,0.6,0.6,Cronbach's alpha,0,RC,multiple-text comprehension chocolate,1,0.93,Cronbach's alpha,0,0,0,184,0.15,,1,0,,1
"Florit et al., 2020",43,43,113,0,4.5,1,0,0,,1,Italian,101,83,,,,,,,,,,0,Italy,0,Italian,Prior topic knowledge (chocolate),1,0,0.61,0.61,Cronbach's alpha,0,RC,multiple-text comprehension videogames,1,0.92,Cronbach's alpha,0,0,0,184,0.08,,1,0,,1
"Florit et al., 2020",43,43,114,0,4.5,1,0,0,,1,Italian,101,83,,,,,,,,,,0,Italy,0,Italian,Prior topic knowledge (chocolate),1,0,0.6,0.6,Cronbach's alpha,0,RC,multiple-text comprehension videogames,1,0.92,Cronbach's alpha,0,1,1,184,0.08,,1,0,,1
"Florit et al., 2020",43,43,115,0,4.5,1,0,0,,1,Italian,101,83,,,,,,,,,,0,Italy,0,Italian,Prior topic knowledge (chocolate),1,0,0.61,0.61,Cronbach's alpha,0,RC,multiple-text comprehension chocolate,1,0.93,Cronbach's alpha,0,1,1,184,0.14,,1,0,,1
"Follmer & Sperling, 2019",44,44,116,0,13,4,2,0,,1,,182,148,1%,24,7,264,20,2,1,,3,1,,1,,Prior knowledge,1,0,,,,0,RC,Comprehension (multiple-choice): L–L,0,0.84,Cronbach's alpha,0,0,0,333,0.31,Table 4,,0,0,1
"Follmer & Sperling, 2019",44,44,117,0,13,4,2,0,,1,,182,148,1%,24,7,264,20,2,1,,3,1,,1,,Prior knowledge,1,0,,,,0,RC,Comprehension (multiple-choice): H–L,0,0.84,Cronbach's alpha,0,0,0,333,0.28,,,0,0,1
"Garcia et al., 2015",46,46a,118,0,6,2,1,0,,1,All students were native Spanish speakers.,119,95,,,,,,,,,3,0,Chile,0,Spanish,prior knowledge,1,2,0.7,0.7,Cronbach’s alpha,0,RC,Spanish Evaluation of Reading Processes for Secondary Education Students (PROLEC-SE),1,0.78,Cronbach’s alpha,,0,0,214,0.38,table 3,1,0,,1
"Garcia et al., 2015",46,46b,119,0,6.5,2,1,0,1,1,All students were native Spanish speakers.,,,,,,,,,,,3,0,Chile,0,Spanish,prior knowledge,1,2,,,,0,RC,Spanish Evaluation of Reading Processes for Secondary Education Students (PROLEC-SE),1,,,,0,0,153,0.53,table 6,,,0,0
"Garcia et al., 2019",163,163,120,0,4.12,,,0,,1,All students were native Spanish speakers.,,,,,,,,,,,,0,Spain,0,Spanish,lexical sorting task,1,4,,,,0,RC,Spanish Evaluation of Reading Processes for Secondary Education Students (PROLEC-SE),,,,,0,0,345,0.46,table 3,,,0,0
"Golke et al., 2022",48,48,121,0,13,4,2,,,2,91% native German speakers,173,82,,,,,,,,,,0,Germany,0,German,Self-Perceived Topic Knowledge,1,4,0.86,0.86,Cronbach's alpha,0,RC,Reading Skill,5,0.7,Cronbach's alpha,0,1,1,255,-0.03,table 2,0,1,1,
"Golke et al., 2022",48,48,122,0,13,4,2,,,2,91% native German speakers,173,82,,,,,,,,,,0,Germany,0,German,Topic Knowledge,1,0,0.51,0.51,Cronbach's alpha,0,RC,Reading Skill,5,0.7,Cronbach's alpha,0,1,1,255,0.11,,1,1,,
"Griffin et al., 2009",51,51,123,0,13,4,2,,,,,48,53,,,,,,,,,,1,,1,,BK,1,2,0.96,0.96,Cronbach's alpha,0,RC,Text comprehension measures,1,0.82,Cohen's kappa,0,1,1,101,0.62,Table 1,0,0,1,1
"Griffin et al., 2009",51,51,124,0,13,4,2,,,,,48,53,,,,,,,,,,1,,1,,mean familiarity,1,4,,,,0,RC,Text comprehension measures,1,0.82,Cohen's kappa,0,1,1,101,0.51,,,0,0,1
"Griffin, 1998",52,52,125,1,5,1,0,0,1,1,native English speakers,54,46,,,,90,,,,,3,1,,1,,background knowledge,1,2,,,,0,RC,reading comprehension skill: oral retell + NAPE,2,,,0,0,0,100,0.5,table 13,,,0,0
"Guthrie et al., 2004",53,53,126,0,3,1,0,0,,2,,188,173,,80,0,267,14,0,0,,3,1,,1,,ecological background knowledge,1,2,0.86,0.86,IRR,0,RC,Multiple text comprehension.,1,0.81,IRR,0,0,0,361,0.92,Table 3,0,0,1,1
"Guthrie et al., 2004",53,53,127,0,3,1,0,0,,2,,,,,,,,,,,,3,1,,1,,ecological background knowledge,1,2,0.86,0.86,IRR,0,RC,Passage comprehension,,0.88,Cronbach's alpha,0,1,1,361,0.86,,0,0,1,1
"Guthrie et al., 2009",54,54,128,0,5,1,0,0,,2,,75,81,,37,11,92,2,,3,6%,,1,,1,,ecological knowledge,0,0,0.83,0.83,Cronbach's alpha,0,RC,Gates-MacGinitie Reading Comprehension Test,0,,,1,1,1,156,0.71,table 6,0,,1,0
"Guthrie et al., 2009",54,54,129,0,5,1,0,0,,2,,75,81,,37,11,92,2,,3,6%,,1,,1,,ecological knowledge,0,0,0.83,0.83,Cronbach's alpha,0,RC,Inferencing,5,0.55,Cronbach's alpha,0,1,1,156,0.51,,0,1,1,
"Ho et al., 2019",60,60,130,0,2.5,,0,,,1,Chinese/Cantonese,63,54,,0,0,0,117,0,0,,3,0,China (Hong Kong),0,Cantonese/Chinese,Topic Knowledge,0,2,0.8,0.8,IRR,0,RC,Chinese reading comprehension,0,0.84,IRR,0,1,1,117,0.44,,0,0,1,1
